age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race,unrelated_column_one,unrelated_column_two,is_not_ood
0.72,-0.92,-0.27,-0.3,0.74,-0.74,-0.48,0.48,-1.03,0.99,-1.0,1
0.55,-0.92,0.77,-0.32,0.74,-0.74,-0.48,0.48,0.97,0.99,-1.0,1
2.68,-0.92,-0.68,-0.3,-1.35,1.35,-0.48,0.48,-1.03,0.99,1.0,1
2.85,-0.92,-0.68,-0.32,-1.35,1.35,-0.48,0.48,-1.03,-1.01,-1.0,1
0.29,-0.92,0.36,-0.3,0.74,-0.74,-0.48,0.48,0.97,0.99,-1.0,1
2.76,-0.92,-0.68,-0.3,-1.35,1.35,-0.48,0.48,-1.03,-1.01,1.0,1
-0.64,1.09,-0.68,-0.28,-1.35,1.35,-0.48,0.48,0.97,-1.01,1.0,1
-0.56,-0.92,-0.27,0.36,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
0.29,-0.92,-0.68,-0.3,0.74,-0.74,-0.48,0.48,0.97,-1.01,-1.0,1
-0.98,1.09,-0.68,-0.32,-1.35,1.35,-0.48,0.48,0.97,0.99,1.0,1
-0.73,-0.92,0.15,-0.34,0.74,-0.74,-0.48,0.48,-1.03,-1.01,-1.0,1
-0.39,1.09,-0.68,-0.3,0.74,-0.74,-0.48,0.48,0.97,0.99,-1.0,1
1.57,-0.92,-0.68,-0.32,-1.35,1.35,-0.48,0.48,0.97,-1.01,-1.0,1
-0.56,1.09,0.56,-0.3,-1.35,1.35,-0.48,0.48,0.97,0.99,-1.0,1
0.46,-0.92,-0.27,-0.3,-1.35,1.35,-0.48,0.48,-1.03,0.99,-1.0,1
0.04,1.09,2.02,-0.21,0.74,-0.74,-0.48,0.48,0.97,-1.01,-1.0,1
1.83,-0.92,-0.48,0.44,0.74,-0.74,-0.48,0.48,-1.03,-1.01,-1.0,1
0.89,1.09,3.27,-0.3,0.74,-0.74,-0.48,0.48,-1.03,0.99,-1.0,1
-0.9,1.09,1.19,-0.23,0.74,-0.74,-0.48,0.48,-1.03,0.99,1.0,1
-0.3,1.09,0.15,0.25,-1.35,1.35,-0.48,0.48,-1.03,0.99,-1.0,1
-1.24,1.09,-0.68,4.23,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
-1.15,1.09,-0.27,-0.15,-1.35,1.35,-0.48,0.48,-1.03,0.99,-1.0,1
-0.98,-0.92,-0.68,-0.32,0.74,-0.74,2.08,-2.08,-1.03,-1.01,1.0,1
-0.39,-0.92,-0.06,0.22,0.74,-0.74,-0.48,0.48,-1.03,0.99,1.0,1
-1.24,1.09,-0.68,0.07,0.74,-0.74,2.08,-2.08,-1.03,0.99,1.0,1
-0.9,1.09,-0.68,-0.3,-1.35,1.35,-0.48,0.48,0.97,-1.01,1.0,1
-0.39,1.09,-0.68,-0.32,0.74,-0.74,-0.48,0.48,-1.03,-1.01,1.0,1
-0.64,1.09,-0.48,-0.32,0.74,-0.74,-0.48,0.48,0.97,-1.01,1.0,1
-0.73,1.09,-0.06,-0.25,0.74,-0.74,-0.48,0.48,0.97,-1.01,1.0,1
-0.05,-0.92,-0.48,0.18,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
-1.07,1.09,-0.68,-0.32,0.74,-0.74,-0.48,0.48,0.97,-1.01,-1.0,1
0.55,-0.92,-0.68,-0.32,-1.35,1.35,2.08,-2.08,-1.03,0.99,1.0,1
-0.64,1.09,0.36,-0.23,0.74,-0.74,-0.48,0.48,0.97,-1.01,1.0,1
-0.05,1.09,2.43,-0.25,0.74,-0.74,2.08,-2.08,-1.03,0.99,-1.0,1
3.62,1.09,-0.48,-0.28,-1.35,1.35,-0.48,0.48,0.97,0.99,-1.0,1
-0.9,-0.92,-0.68,-0.32,-1.35,1.35,2.08,-2.08,-1.03,-1.01,1.0,1
-0.05,-0.92,-0.68,-0.32,0.74,-0.74,-0.48,0.48,-1.03,0.99,1.0,1
-0.64,1.09,2.43,0.33,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
-0.56,1.09,2.02,-0.3,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
0.29,1.09,0.98,-0.12,-1.35,1.35,-0.48,0.48,0.97,-1.01,-1.0,1
1.74,-0.92,-0.68,-0.32,0.74,-0.74,-0.48,0.48,-1.03,-1.01,-1.0,1
-1.32,1.09,-0.68,-0.3,0.74,-0.74,2.08,-2.08,-1.03,0.99,-1.0,1
-0.05,1.09,0.36,0.22,0.74,-0.74,2.08,-2.08,0.97,0.99,-1.0,1
-0.56,1.09,2.23,-0.32,0.74,-0.74,-0.48,0.48,0.97,-1.01,-1.0,1
-1.15,1.09,-0.48,-0.3,0.74,-0.74,-0.48,0.48,0.97,0.99,-1.0,1
-1.07,1.09,-0.68,-0.32,-1.35,1.35,2.08,-2.08,0.97,-1.01,1.0,1
-0.56,-0.92,-0.27,-0.32,0.74,-0.74,-0.48,0.48,0.97,-1.01,1.0,1
2.25,1.09,0.98,0.33,0.74,-0.74,2.08,-2.08,-1.03,0.99,-1.0,1
-0.22,-0.92,1.81,-0.3,0.74,-0.74,-0.48,0.48,0.97,-1.01,1.0,1
0.64,1.09,-0.48,-0.3,0.74,-0.74,-0.48,0.48,0.97,0.99,-1.0,1
1.4,1.09,-0.48,-0.3,-1.35,1.35,-0.48,0.48,-1.03,-1.01,1.0,1
0.55,1.09,0.15,-0.34,-1.35,1.35,-0.48,0.48,0.97,0.99,-1.0,1
-0.47,-0.92,-0.27,-0.25,-1.35,1.35,-0.48,0.48,0.97,-1.01,-1.0,1
-0.73,1.09,0.15,-0.3,-1.35,1.35,-0.48,0.48,0.97,-1.01,-1.0,1
-1.07,1.09,-0.27,0.03,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
0.55,-0.92,-0.27,-0.3,-1.35,1.35,-0.48,0.48,-1.03,-1.01,1.0,1
0.21,1.09,1.19,-0.3,0.74,-0.74,-0.48,0.48,0.97,0.99,-1.0,1
-1.15,-0.92,-0.68,-0.32,0.74,-0.74,2.08,-2.08,-1.03,0.99,1.0,1
-0.73,-0.92,-0.68,-0.28,0.74,-0.74,-0.48,0.48,0.97,0.99,-1.0,1
-1.15,-0.92,-0.48,0.31,0.74,-0.74,-0.48,0.48,0.97,-1.01,1.0,1
-0.56,-0.92,-0.68,-0.21,-1.35,1.35,-0.48,0.48,0.97,0.99,-1.0,1
0.46,1.09,0.77,-0.19,0.74,-0.74,2.08,-2.08,-1.03,-1.01,1.0,1
-0.47,1.09,-0.68,-0.32,-1.35,1.35,-0.48,0.48,0.97,0.99,-1.0,1
0.12,1.09,-0.27,-0.28,-1.35,1.35,-0.48,0.48,-1.03,-1.01,1.0,1
-0.05,-0.92,0.36,-0.3,0.74,-0.74,2.08,-2.08,0.97,-1.01,1.0,1
-0.05,-0.92,3.89,-0.3,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
-0.64,-0.92,-0.48,-0.32,-1.35,1.35,-0.48,0.48,-1.03,-1.01,1.0,1
-0.64,1.09,0.56,-0.32,-1.35,1.35,-0.48,0.48,0.97,0.99,1.0,1
-0.05,1.09,1.39,-0.04,0.74,-0.74,2.08,-2.08,-1.03,0.99,-1.0,1
0.04,-0.92,-0.27,-0.01,0.74,-0.74,2.08,-2.08,0.97,0.99,1.0,1
1.23,1.09,0.15,0.05,-1.35,1.35,-0.48,0.48,-1.03,-1.01,1.0,1
0.04,1.09,0.36,4.57,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
-1.15,1.09,-0.68,-0.17,0.74,-0.74,-0.48,0.48,-1.03,0.99,-1.0,1
-0.05,-0.92,0.36,-0.3,0.74,-0.74,2.08,-2.08,-1.03,0.99,-1.0,1
-0.47,1.09,0.77,-0.3,0.74,-0.74,-0.48,0.48,-1.03,-1.01,1.0,1
-0.39,-0.92,-0.68,-0.32,-1.35,1.35,-0.48,0.48,-1.03,0.99,-1.0,1
0.29,1.09,-0.68,15.97,-1.35,1.35,-0.48,0.48,0.97,-1.01,1.0,1
0.38,1.09,-0.68,-0.32,-1.35,1.35,2.08,-2.08,-1.03,0.99,1.0,1
-1.24,1.09,-0.06,0.59,0.74,-0.74,-0.48,0.48,-1.03,-1.01,-1.0,1
-0.3,-0.92,-0.27,-0.28,0.74,-0.74,-0.48,0.48,0.97,0.99,-1.0,1
-0.13,-0.92,-0.27,0.14,-1.35,1.35,-0.48,0.48,-1.03,0.99,1.0,1
1.32,-0.92,-0.27,0.33,-1.35,1.35,-0.48,0.48,0.97,0.99,1.0,1
-1.07,1.09,-0.48,-0.3,0.74,-0.74,-0.48,0.48,-1.03,0.99,-1.0,1
0.89,-0.92,-0.48,-0.28,0.74,-0.74,2.08,-2.08,-1.03,-1.01,-1.0,1
0.21,1.09,2.85,-0.3,0.74,-0.74,-0.48,0.48,0.97,-1.01,-1.0,1
1.83,1.09,3.89,1.23,0.74,-0.74,-0.48,0.48,0.97,0.99,1.0,1
-0.9,-0.92,-0.68,-0.3,-1.35,1.35,-0.48,0.48,0.97,0.99,-1.0,1
